"";"fishTest.0.01";"fishTest.0.02";"fishTest.0.03";"fishTest.0.04";"fishTest.0.05";"fishTest.0.07";"fishTest.0.09";"fishTest.0.11";"fishTest.0.13";"fishTest.0.15";"fishTest.0.2";"fishTest.0.25";"fishTest.0.3";"fishTest.0.35";"fishTest.0.4";"fishTest.0.45";"fishTest.0.5";"fishTest.0.55";"fishTest.0.6";"fishTest.0.65";"fishTest.0.7";"fishTest.0.75";"fishTest.0.8";"fishTest.0.85";"fishTest.0.9";"fishTest.0.95";"fishTestCompl.0.01";"fishTestCompl.0.02";"fishTestCompl.0.03";"fishTestCompl.0.04";"fishTestCompl.0.05";"fishTestCompl.0.07";"fishTestCompl.0.09";"fishTestCompl.0.11";"fishTestCompl.0.13";"fishTestCompl.0.15";"fishTestCompl.0.2";"fishTestCompl.0.25";"fishTestCompl.0.3";"fishTestCompl.0.35";"fishTestCompl.0.4";"fishTestCompl.0.45";"fishTestCompl.0.5";"fishTestCompl.0.55";"fishTestCompl.0.6";"fishTestCompl.0.65";"fishTestCompl.0.7";"fishTestCompl.0.75";"fishTestCompl.0.8";"fishTestCompl.0.85";"fishTestCompl.0.9";"fishTestCompl.0.95"
"286";0,134;0,176;0,223;0,26;0,316;0,398;0,534;0,598;0,666;0,721;0,858;0,944;0,978;0,996;0,996;1;1;1;1;1;1;1;1;1;1;1;0,055;0,064;0,054;0,062;0,047;0,03;0,02;0,019;0,012;0,003;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0
"287";0,209;0,382;0,554;0,71;0,799;0,94;0,982;0,997;0,998;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,057;0,017;0,009;0,003;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"288";0,155;0,265;0,384;0,468;0,575;0,783;0,879;0,949;0,976;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,06;0,042;0,017;0,011;0,012;0,002;0,001;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"289";0,173;0,279;0,359;0,451;0,584;0,743;0,894;0,936;0,979;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,076;0,05;0,032;0,022;0,016;0,008;0,002;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"290";0,16;0,218;0,311;0,362;0,476;0,577;0,686;0,769;0,844;0,886;0,96;0,984;0,998;0,996;1;1;1;1;1;1;1;1;1;1;1;1;0,063;0,051;0,033;0,018;0,011;0,01;0,004;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"291";0,159;0,205;0,284;0,353;0,472;0,62;0,74;0,831;0,897;0,963;0,992;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,072;0,054;0,04;0,029;0,025;0,013;0,006;0,005;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"292";0,205;0,381;0,513;0,628;0,765;0,882;0,965;0,989;0,997;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,059;0,026;0,015;0,004;0,005;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"293";0,171;0,278;0,322;0,442;0,554;0,741;0,872;0,945;0,978;0,989;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,076;0,05;0,031;0,021;0,01;0,007;0,005;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"294";0,135;0,167;0,23;0,259;0,286;0,403;0,525;0,611;0,71;0,788;0,906;0,969;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;0,083;0,086;0,055;0,052;0,032;0,023;0,013;0,012;0,007;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"295";0,877;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"296";0,132;0,179;0,253;0,32;0,34;0,459;0,522;0,609;0,668;0,712;0,809;0,896;0,943;0,964;0,989;0,989;0,996;0,998;0,999;1;1;1;1;1;1;1;0,079;0,054;0,052;0,033;0,033;0,016;0,012;0,01;0,001;0,005;0,005;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"297";0,233;0,356;0,497;0,616;0,759;0,924;0,976;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,064;0,025;0,024;0,013;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"298";0,167;0,26;0,345;0,488;0,604;0,764;0,882;0,946;0,977;0,99;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,07;0,044;0,034;0,016;0,014;0,003;0,001;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"299";0,186;0,279;0,391;0,484;0,575;0,794;0,902;0,952;0,986;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,054;0,052;0,026;0,02;0,013;0,008;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"300";0,303;0,551;0,743;0,889;0,962;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,037;0,007;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"301";0,14;0,19;0,232;0,288;0,336;0,441;0,547;0,652;0,723;0,759;0,893;0,95;0,988;0,985;0,995;0,999;1;1;1;1;1;1;1;1;1;1;0,081;0,059;0,065;0,051;0,032;0,021;0,014;0,009;0,009;0,008;0,002;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0
"302";0,189;0,299;0,443;0,566;0,684;0,853;0,947;0,983;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,07;0,047;0,021;0,012;0,011;0,002;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"303";0,149;0,185;0,249;0,323;0,393;0,516;0,625;0,712;0,795;0,856;0,926;0,975;0,99;0,998;1;1;1;1;1;1;1;1;1;1;1;1;0,083;0,064;0,041;0,04;0,029;0,024;0,011;0,015;0,002;0,002;0,002;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0
"304";0,165;0,248;0,337;0,449;0,548;0,721;0,828;0,912;0,967;0,979;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,067;0,042;0,032;0,017;0,011;0,012;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"305";0,113;0,142;0,182;0,197;0,248;0,268;0,317;0,397;0,468;0,528;0,689;0,812;0,876;0,947;0,982;0,989;0,999;0,999;1;1;1;1;1;1;1;1;0,084;0,089;0,059;0,059;0,039;0,043;0,03;0,028;0,022;0,02;0,006;0,004;0,002;0,001;0,001;0;0,001;0;0;0;0;0;0;0;0;0
"306";0,128;0,169;0,159;0,164;0,202;0,253;0,269;0,305;0,343;0,374;0,458;0,554;0,639;0,705;0,74;0,781;0,848;0,894;0,932;0,95;0,97;0,986;0,994;0,997;1;1;0,088;0,084;0,089;0,081;0,071;0,048;0,043;0,045;0,028;0,031;0,017;0,012;0,005;0,003;0;0,001;0,002;0;0;0;0;0;0;0;0;0
"307";0,119;0,148;0,166;0,162;0,212;0,224;0,312;0,342;0,355;0,422;0,531;0,65;0,671;0,787;0,816;0,904;0,922;0,957;0,983;0,995;0,998;1;1;1;1;1;0,096;0,089;0,077;0,074;0,068;0,049;0,05;0,04;0,039;0,026;0,015;0,007;0,01;0,001;0,004;0;0;0,001;0;0;0;0;0;0;0;0
"308";0,26;0,459;0,647;0,817;0,915;0,986;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,039;0,017;0,007;0,005;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"309";0,227;0,402;0,578;0,699;0,822;0,946;0,984;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,051;0,031;0,009;0,007;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"310";0,14;0,187;0,206;0,245;0,332;0,413;0,449;0,565;0,631;0,718;0,851;0,917;0,955;0,981;0,995;0,999;1;1;1;1;1;1;1;1;1;1;0,08;0,074;0,063;0,058;0,039;0,027;0,018;0,013;0,011;0,007;0,003;0,002;0,001;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0
"311";0,154;0,218;0,317;0,378;0,44;0,566;0,691;0,804;0,861;0,911;0,961;0,994;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;0,05;0,037;0,024;0,018;0,015;0,004;0,004;0;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"312";0,974;0,997;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"313";0,135;0,183;0,261;0,325;0,375;0,529;0,664;0,756;0,832;0,888;0,973;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,074;0,06;0,042;0,038;0,035;0,015;0,013;0,006;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"314";0,209;0,376;0,501;0,65;0,774;0,9;0,97;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,062;0,024;0,026;0,013;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"315";0,11;0,131;0,138;0,162;0,17;0,227;0,226;0,28;0,297;0,341;0,414;0,533;0,605;0,686;0,769;0,829;0,887;0,918;0,963;0,98;0,993;0,999;1;1;1;1;0,098;0,083;0,086;0,085;0,071;0,048;0,05;0,051;0,045;0,033;0,026;0,017;0,01;0,005;0,003;0,002;0,002;0;0;0;0;0;0;0;0;0
"316";0,128;0,157;0,198;0,225;0,28;0,371;0,375;0,474;0,522;0,597;0,707;0,803;0,861;0,934;0,965;0,979;0,987;0,992;0,998;1;1;1;1;1;1;1;0,08;0,084;0,062;0,046;0,044;0,025;0,016;0,019;0,012;0,008;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"317";0,164;0,241;0,284;0,398;0,468;0,634;0,743;0,821;0,9;0,943;0,99;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,062;0,05;0,04;0,027;0,023;0,012;0,006;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"318";0,17;0,279;0,342;0,424;0,555;0,651;0,788;0,887;0,923;0,965;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,072;0,049;0,036;0,029;0,016;0,012;0,001;0,003;0,002;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0
"319";0,251;0,409;0,634;0,781;0,891;0,971;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,052;0,022;0,015;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"320";0,333;0,569;0,802;0,898;0,959;0,997;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,03;0,011;0,001;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"321";0,125;0,127;0,196;0,204;0,248;0,286;0,357;0,408;0,478;0,507;0,631;0,753;0,816;0,883;0,935;0,962;0,978;0,991;0,997;0,997;0,999;1;1;1;1;1;0,094;0,06;0,068;0,038;0,05;0,04;0,03;0,02;0,017;0,01;0,004;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0
"322";0,913;0,99;0,994;0,999;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"323";0,221;0,413;0,583;0,731;0,83;0,941;0,975;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,045;0,03;0,019;0,006;0,004;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"324";0,166;0,258;0,366;0,436;0,495;0,689;0,811;0,892;0,944;0,968;0,992;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,065;0,06;0,034;0,025;0,019;0,004;0,003;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"325";0,136;0,167;0,173;0,195;0,251;0,281;0,33;0,385;0,449;0,541;0,677;0,786;0,877;0,916;0,967;0,986;0,989;0,997;1;1;1;1;1;1;1;1;0,08;0,077;0,088;0,064;0,061;0,032;0,03;0,029;0,019;0,01;0,008;0,005;0,001;0,003;0;0;0;0;0;0;0;0;0;0;0;0
"326";0,464;0,824;0,945;0,987;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,014;0,002;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"327";0,161;0,221;0,337;0,442;0,502;0,633;0,767;0,87;0,925;0,949;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,066;0,058;0,036;0,019;0,024;0,013;0,007;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"328";0,199;0,34;0,48;0,62;0,736;0,891;0,967;0,987;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,052;0,022;0,018;0,01;0,006;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"329";0,627;0,945;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"330";0,125;0,185;0,238;0,275;0,329;0,408;0,483;0,606;0,634;0,731;0,875;0,932;0,969;0,989;0,996;0,999;0,999;1;1;1;1;1;1;1;1;1;0,075;0,071;0,058;0,043;0,035;0,026;0,016;0,01;0,012;0,008;0,002;0;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0
"331";0,124;0,183;0,215;0,287;0,313;0,425;0,495;0,617;0,69;0,743;0,862;0,941;0,977;0,992;1;0,998;1;1;1;1;1;1;1;1;1;1;0,086;0,054;0,063;0,05;0,034;0,028;0,017;0,006;0,009;0,005;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0
"332";0,183;0,235;0,315;0,372;0,451;0,558;0,642;0,736;0,793;0,831;0,908;0,962;0,976;0,991;0,995;0,999;1;1;1;1;1;1;1;1;1;1;0,062;0,047;0,038;0,031;0,024;0,016;0,014;0,006;0,006;0,002;0,001;0;0;0,001;0;0;0;0;0;0;0;0;0;0;1;1
"333";0,166;0,213;0,292;0,35;0,459;0,574;0,677;0,793;0,871;0,921;0,973;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,075;0,063;0,03;0,024;0,014;0,022;0,008;0,007;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"334";0,135;0,183;0,233;0,272;0,328;0,43;0,549;0,634;0,721;0,809;0,906;0,971;0,986;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;0,079;0,071;0,038;0,035;0,027;0,017;0,019;0,01;0,005;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"335";0,228;0,346;0,502;0,662;0,78;0,902;0,965;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,059;0,031;0,028;0,01;0,007;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"336";0,832;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,841;0,974;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"337";0,776;0,973;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"338";0,175;0,268;0,34;0,41;0,511;0,635;0,783;0,878;0,925;0,947;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,063;0,045;0,027;0,017;0,01;0,005;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"339";0,145;0,189;0,267;0,353;0,404;0,532;0,649;0,751;0,833;0,874;0,96;0,988;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;0,083;0,078;0,05;0,021;0,034;0,014;0,007;0,002;0,001;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"340";0,321;0,526;0,766;0,901;0,964;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,036;0,021;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"341";0,17;0,23;0,319;0,405;0,476;0,565;0,676;0,806;0,865;0,9;0,959;0,989;0,996;1;1;1;0,999;1;1;1;1;1;1;1;1;1;0,076;0,05;0,036;0,027;0,021;0,015;0,006;0,006;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"342";0,109;0,13;0,14;0,144;0,149;0,183;0,224;0,245;0,285;0,295;0,362;0,409;0,467;0,55;0,611;0,662;0,728;0,782;0,82;0,875;0,924;0,963;0,987;0,999;1;1;0,094;0,091;0,087;0,098;0,094;0,057;0,047;0,058;0,054;0,041;0,029;0,016;0,009;0,01;0,009;0,004;0,001;0;0;0;0;0;0;0;0;0
"343";0,169;0,24;0,318;0,403;0,493;0,649;0,747;0,838;0,905;0,948;0,99;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,09;0,056;0,034;0,025;0,018;0,005;0,002;0,002;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"344";0,173;0,257;0,38;0,474;0,552;0,729;0,856;0,94;0,973;0,987;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,088;0,038;0,032;0,026;0,012;0,007;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"345";0,155;0,179;0,215;0,29;0,281;0,411;0,471;0,569;0,656;0,74;0,852;0,935;0,981;0,994;0,998;1;1;1;1;1;1;1;1;1;1;1;0,089;0,067;0,067;0,064;0,039;0,037;0,022;0,012;0,006;0,006;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"346";0,206;0,277;0,353;0,453;0,507;0,683;0,836;0,887;0,937;0,954;0,994;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,063;0,05;0,034;0,025;0,019;0,009;0,004;0,002;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"347";0,391;0,706;0,888;0,953;0,985;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,047;1;1
"348";0,144;0,215;0,262;0,292;0,373;0,506;0,593;0,698;0,767;0,805;0,919;0,972;0,994;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;0,077;0,058;0,041;0,049;0,03;0,02;0,012;0,009;0,003;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"349";0,18;0,273;0,383;0,483;0,609;0,789;0,898;0,958;0,989;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,073;0,032;0,019;0,018;0,004;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"350";0,249;0,421;0,57;0,737;0,835;0,944;0,986;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,042;0,018;0,011;0,005;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"351";0,575;0,874;0,977;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,017;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"352";0,251;0,394;0,544;0,718;0,816;0,951;0,986;0,999;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,039;0,023;0,022;0,004;0,007;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"353";0,151;0,21;0,275;0,361;0,411;0,548;0,643;0,749;0,825;0,877;0,955;0,984;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0,082;0,062;0,042;0,033;0,022;0,009;0,007;0,007;0,003;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"354";0,311;0,561;0,782;0,908;0,958;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,031;0,018;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"355";0,223;0,354;0,532;0,64;0,725;0,868;0,943;0,977;0,994;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,045;0,034;0,025;0,011;0,006;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"356";0,341;0,593;0,802;0,906;0,943;0,99;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,043;0,01;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"357";0,242;0,424;0,606;0,744;0,863;0,955;0,988;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,054;0,033;0,013;0,006;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"358";0,549;0,855;0,977;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,019;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"359";0,197;0,348;0,508;0,651;0,748;0,901;0,947;0,985;0,997;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,068;0,028;0,019;0,009;0,003;0,003;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"360";0,227;0,346;0,46;0,573;0,632;0,777;0,84;0,886;0,923;0,966;0,977;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;0;0;0,04;0,026;0,016;0,004;0,001;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"361";0,309;0,581;0,761;0,885;0,948;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,041;0,009;0,006;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"362";0,707;0,914;0,984;0,993;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,868;0;0;0;0;0;0;0,008;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"363";0,172;0,189;0,219;0,274;0,331;0,383;0,493;0,56;0,633;0,698;0,828;0,885;0,944;0,975;0,978;0,994;1;0,999;1;1;1;1;1;1;1;1;0,084;0,069;0,059;0,059;0,04;0,027;0,013;0,02;0,012;0,003;0,003;0,001;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0
"364";0,538;0,834;0,957;0,989;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;0;0,026;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"365";0,258;0,484;0,649;0,812;0,874;0,969;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,041;0,017;0,009;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"366";0,244;0,427;0,611;0,742;0,827;0,963;0,987;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,048;0,018;0,003;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"367";0,318;0,552;0,772;0,87;0,945;0,986;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,017;0,041;0,021;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"368";0,331;0,575;0,726;0,844;0,922;0,976;0,995;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,035;0,012;0,011;0,006;0;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"369";0,302;0,574;0,78;0,9;0,967;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,001;0,007;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"370";0,55;0,889;0,971;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,011;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"371";0,385;0,64;0,829;0,918;0,968;0,996;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,038;0,007;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"372";0,31;0,542;0,722;0,841;0,93;0,985;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,043;0,013;0,01;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"373";0,34;0,601;0,798;0,92;0,966;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,002;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"374";0,309;0,55;0,731;0,873;0,941;0,989;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;0,016;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"375";0,832;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"376";0,164;0,264;0,361;0,462;0,577;0,742;0,888;0,94;0,964;0,991;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,083;0,05;0,027;0,018;0,008;0,003;0,003;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"377";0,338;0,568;0,795;0,9;0,966;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,036;0,01;0,003;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"378";0,369;0,676;0,89;0,97;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,025;0,008;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
